6.52867239325047	6.98720779689104
6.87409421286596	6.79677046801832
6.40144133601576	7.16848696638317
5.23363249482700	7.84361027985342
6.62341039173863	7.28502084772262
6.48474633899805	7.36269233717769
7.17004988717759	8.57298978455905
5.64483366352510	8.06474376099708
6.97638483422405	6.47951796088756
6.84360404519824	8.20905061414089
5.54454105259137	7.62726131762727
6.53102382110942	7.29556827503493
6.53226856811997	7.59240045529341
6.98697768300838	7.40899330666332
6.74184880077604	7.82368845303167
6.26278019697215	7.12832435640251
6.79036184276041	7.40708478796154
6.55138743792900	7.16205340057277
5.92353495682924	6.91308163371579
6.49109724425258	8.24663996468081
6.85281774973705	6.56028212711173
6.11513465059207	6.17355817278986
6.74513568031896	6.10784170215310
